ID,Label,Final_Prediction,Reasons,Codes,Arabic_Descriptions,Orthography,word count,Morphology,syntactic,vocab,content
31100060006,10,10,"['kana_wa_akhawataha', 'S10-6']","{'syntactic': ['S10-2', 'S10-6']}","['كان وأخواتها', 'جملة الصلة وجملة الصفة- جملة الحال-جملة المفعول به']",,,,S,,
31100060013,10,10,[],{},[],,,,,,
31100060024,13,13,[],{},[],,,,,,
31100070004,8,8,['M8-3'],{'Morphology': ['M8-3']},['سوابق أخرى: سين الاستقبال ، واو الاستئناف، فاء العطف'],,,M,,,
31100070029,12,12,['S12-4'],{'syntactic': ['S12-4']},['بدل (غير ما بعد الإشارة أو بدل الكل).. مثلا بدل بعض أو اشتمال (الرغيفَ ثلثَهُ،المعلمُ علمُهُ)'],,,,S,,
31100160001,10,10,['kana_wa_akhawataha'],{'syntactic': ['S10-2']},['كان وأخواتها'],,,,S,,
31100160008,8,8,['amma_lakin'],{'Morphology': ['M8-4']},['(ثم  ، حتى  ، أو  ، أم  ، لكن  ، أمّا)'],,,M,,,
31100170006,7,7,"['suf_dual_pron', 'samerMSA_2.0']","{'Morphology': ['M7-4'], 'vocab': ['V7-1']}","['لواحق: ضمير المثنى المتصل', 'مفردات فصيحة شائعة - سامر ٢']",,,M,,V,
31100180014,8,8,"['M8-3', 'amma_lakin', 'samerMSA_2.1']","{'Morphology': ['M8-3', 'M8-4'], 'vocab': ['V8-1']}","['سوابق أخرى: سين الاستقبال ، واو الاستئناف، فاء العطف', '(ثم  ، حتى  ، أو  ، أم  ، لكن  ، أمّا)', 'مفردات فصيحة - سامر ١ و سامر ٢']",,,M,,V,
31100190002,10,10,['inna_wa_akhawataha'],{'syntactic': ['S10-1']},['إن وأخواتها'],,,,S,,
31100190016,12,12,[],{},[],,,,,,
31200010017,15,15,[],{},[],,,,,,
31200010025,13,13,['S13-1'],{'syntactic': ['S13-1']},['الجمل شرطية ( مركبة - عادية)'],,,,S,,
31200010055,10,10,"['inna_wa_akhawataha', 'S10-6']","{'syntactic': ['S10-1', 'S10-6']}","['إن وأخواتها', 'جملة الصلة وجملة الصفة- جملة الحال-جملة المفعول به']",,,,S,,
10100040003,7,7,"['verb_command', 'S7-1', 'S7-2', 'samerMSA_2.0']","{'Morphology': ['M7-3'], 'syntactic': ['S7-1', 'S7-2'], 'vocab': ['V7-1']}","['فعل الأمر المفرد', 'مفعول فيه (ظروف زمان ومكان)', 'حال', 'مفردات فصيحة شائعة - سامر ٢']",,,M,S,V,
10100060068,3,3,"['suf_1s_pron', 'V3-2']","{'Morphology': ['M3-3'], 'vocab': ['V3-2']}","['لواحق: ضمير المتكلم المفرد المتصل', 'مفردات فصيحة شائعة - سامر ١']",,,M,,V,
10100060071,8,8,"['amma_lakin', 'negation_particle']","{'Morphology': ['M8-4'], 'vocab': ['V8-2']}","['(ثم  ، حتى  ، أو  ، أم  ، لكن  ، أمّا)', 'أحرف النفي']",,,M,,V,
10100070021,3,3,"['prc_Al_det', 'V3-2']","{'Morphology': ['M3-1'], 'vocab': ['V3-2']}","['سوابق: ال التعريف', 'مفردات فصيحة شائعة - سامر ١']",,,M,,V,
10100070027,12,12,['samerMSA_3.0'],{'vocab': ['V12-1']},['مفردات فصيحة - سامر ٣'],,,,,V,
10100070048,11,11,['M11-1'],{'Morphology': ['M11-1']},['المشتقات على أنواعها'],,,M,,,
10100080023,3,3,"['unique_words', 'prc_Al_det']","{'word count': ['WC'], 'Morphology': ['M3-1']}","['عدد الكلمات', 'سوابق: ال التعريف']",,W,M,,,
10100080031,8,8,"['M8-3', 'samerMSA_2.1']","{'Morphology': ['M8-3'], 'vocab': ['V8-1']}","['سوابق أخرى: سين الاستقبال ، واو الاستئناف، فاء العطف', 'مفردات فصيحة - سامر ١ و سامر ٢']",,,M,,V,
10100080032,3,3,['prc_Al_det'],{'Morphology': ['M3-1']},['سوابق: ال التعريف'],,,M,,,
10100090030,3,3,"['prc_waw', 'suf_1s_pron', 'V3-2']","{'Morphology': ['M3-2', 'M3-3'], 'vocab': ['V3-2']}","['سوابق: واو العطف', 'لواحق: ضمير المتكلم المفرد المتصل', 'مفردات فصيحة شائعة - سامر ١']",,,M,,V,
10100100016,2,2,"['vocab_2.0', 'adj']","{'vocab': ['V2-2', 'V2-3']}","['مفردات متشابهة مع العامية - سامر ١', 'صفة']",,,,,V,
10100110014,7,7,"['O7-1', 'broken_plural', 'samerMSA_2.0']","{'Orthography': ['O7-1'], 'Morphology': ['M7-5'], 'vocab': ['V7-1']}","['أفعال/أسماء معتلة الآخر', 'جمع التكسير', 'مفردات فصيحة شائعة - سامر ٢']",O,,M,,V,
10100110022,8,8,['M8-3'],{'Morphology': ['M8-3']},['سوابق أخرى: سين الاستقبال ، واو الاستئناف، فاء العطف'],,,M,,,
10100110093,12,12,[],{},[],,,,,,
10100110097,3,3,"['prc_Al_det', 'V3-2']","{'Morphology': ['M3-1'], 'vocab': ['V3-2']}","['سوابق: ال التعريف', 'مفردات فصيحة شائعة - سامر ١']",,,M,,V,
10100110099,6,6,"['verb_past_s_p', 'multiple_verbs', 'samerMSA_1.0-msa']","{'Morphology': ['M6-1'], 'syntactic': ['S6-1'], 'vocab': ['V6-1']}","['الفعل الماضي المفرد والجمع', 'جملة فيها فعلين (مثلا جملة فعلية مفعولها أن المصدرية)', 'مفردات فصيحة - سامر ١']",,,M,S,V,
10100110109,13,13,"['S13-1', 'V13-1']","{'syntactic': ['S13-1'], 'vocab': ['V13-1']}","['الجمل شرطية ( مركبة - عادية)', 'كلمات تصف حالات نفسية عميقة مثل الاكتئاب، الضياع، الاستنفار النفسي']",,,,S,V,
10100120039,7,7,"['unique_words', 'broken_plural', 'samerMSA_2.0']","{'word count': ['WC'], 'Morphology': ['M7-5'], 'vocab': ['V7-1']}","['عدد الكلمات', 'جمع التكسير', 'مفردات فصيحة شائعة - سامر ٢']",,W,M,,V,
10100130043,12,12,['S12-1'],{'syntactic': ['S12-1']},['جمل اعتراضية  ( تفسير- دعاء...)'],,,,S,,
10100130048,6,6,['syllables'],{'Orthography': ['O']},['عدد المقاطع'],O,,,,,
10100140035,12,12,['samerMSA_3.0'],{'vocab': ['V12-1']},['مفردات فصيحة - سامر ٣'],,,,,V,
10100170006,7,7,"['S7-1', 'samerMSA_2.0']","{'syntactic': ['S7-1'], 'vocab': ['V7-1']}","['مفعول فيه (ظروف زمان ومكان)', 'مفردات فصيحة شائعة - سامر ٢']",,,,S,V,
10100170008,10,10,['S10-6'],{'syntactic': ['S10-6']},['جملة الصلة وجملة الصفة- جملة الحال-جملة المفعول به'],,,,S,,
10100200006,9,9,['unique_words'],{'word count': ['WC']},['عدد الكلمات'],,W,,,,
10100200017,11,11,['M11-1'],{'Morphology': ['M11-1']},['المشتقات على أنواعها'],,,M,,,
10100200035,8,8,['M8-3'],{'Morphology': ['M8-3']},['سوابق أخرى: سين الاستقبال ، واو الاستئناف، فاء العطف'],,,M,,,
10100200052,12,12,[],{},[],,,,,,
10100200054,10,10,"['inna_wa_akhawataha', 'kana_wa_akhawataha', 'S10-6', 'V10-3']","{'syntactic': ['S10-1', 'S10-2', 'S10-6'], 'vocab': ['V10-3']}","['إن وأخواتها', 'كان وأخواتها', 'جملة الصلة وجملة الصفة- جملة الحال-جملة المفعول به', '(ممّا – عمّا – عمَّ – علامَ – فيمَ – إلامَ - بمَ...)']",,,,S,V,
10100210005,9,9,['vocative'],{'syntactic': ['S9-1']},['المنادى'],,,,S,,
10100210014,6,6,"['verb_past_s_p', 'samerMSA_1.0-msa']","{'Morphology': ['M6-1'], 'vocab': ['V6-1']}","['الفعل الماضي المفرد والجمع', 'مفردات فصيحة - سامر ١']",,,M,,V,
10100210041,8,8,['negation_particle'],{'vocab': ['V8-2']},['أحرف النفي'],,,,,V,
10100210051,9,9,"['interrogative_alif', 'content_level_4']","{'Morphology': ['M9-2'], 'content': ['C9-1']}","['أداة الاستفهام:  أ (أسمعتَ؟)', 'هناك شيء من الرمزية على مستوى الحدث في الجملة يدركها القارئ بنفسه أو من خلال معارفه السابقة']",,,M,,,C
10100210065,7,7,"['S7-1', 'S7-2', 'samerMSA_2.0', 'content_level_2']","{'syntactic': ['S7-1', 'S7-2'], 'vocab': ['V7-1'], 'content': ['C7-1']}","['مفعول فيه (ظروف زمان ومكان)', 'حال', 'مفردات فصيحة شائعة - سامر ٢', 'بعض الرمزية أو عدم التصريح المباشر بكل المقصود في الجملة']",,,,S,V,C
10100230002,5,5,"['syllables', 'suf_pron', 'content_level_1']","{'Orthography': ['O'], 'Morphology': ['M5-1'], 'content': ['C5-1']}","['عدد المقاطع', 'لواحق: ضمير متصل مفرد أو جمع', 'لا رمزية في النص.']",O,,M,,,C
10100240019,8,8,"['M8-3', 'amma_lakin']","{'Morphology': ['M8-3', 'M8-4']}","['سوابق أخرى: سين الاستقبال ، واو الاستئناف، فاء العطف', '(ثم  ، حتى  ، أو  ، أم  ، لكن  ، أمّا)']",,,M,,,
10100260067,6,6,[],{},[],,,,,,
10100270011,10,10,['V10-3'],{'vocab': ['V10-3']},['(ممّا – عمّا – عمَّ – علامَ – فيمَ – إلامَ - بمَ...)'],,,,,V,
10100270013,12,12,[],{},[],,,,,,
10200010018,10,10,"['S10-6', 'V10-3']","{'syntactic': ['S10-6'], 'vocab': ['V10-3']}","['جملة الصلة وجملة الصفة- جملة الحال-جملة المفعول به', '(ممّا – عمّا – عمَّ – علامَ – فيمَ – إلامَ - بمَ...)']",,,,S,V,
10200010019,10,10,['passive_voice'],{'Morphology': ['M10-1']},['المبني للمجهول'],,,M,,,
10200010020,7,7,"['O7-1', 'samerMSA_2.0']","{'Orthography': ['O7-1'], 'vocab': ['V7-1']}","['أفعال/أسماء معتلة الآخر', 'مفردات فصيحة شائعة - سامر ٢']",O,,,,V,
10200020001,7,7,"['broken_plural', 'samerMSA_2.0']","{'Morphology': ['M7-5'], 'vocab': ['V7-1']}","['جمع التكسير', 'مفردات فصيحة شائعة - سامر ٢']",,,M,,V,
10200020002,7,7,"['verb_command', 'broken_plural', 'samerMSA_2.0']","{'Morphology': ['M7-3', 'M7-5'], 'vocab': ['V7-1']}","['فعل الأمر المفرد', 'جمع التكسير', 'مفردات فصيحة شائعة - سامر ٢']",,,M,,V,
10200020003,10,10,['passive_voice'],{'Morphology': ['M10-1']},['المبني للمجهول'],,,M,,,
10300020051,12,12,['samerMSA_3.0'],{'vocab': ['V12-1']},['مفردات فصيحة - سامر ٣'],,,,,V,
10300020055,8,8,"['amma_lakin', 'samerMSA_2.1']","{'Morphology': ['M8-4'], 'vocab': ['V8-1']}","['(ثم  ، حتى  ، أو  ، أم  ، لكن  ، أمّا)', 'مفردات فصيحة - سامر ١ و سامر ٢']",,,M,,V,
10300050012,10,10,"['kana_wa_akhawataha', 'S10-6', 'V10-3']","{'syntactic': ['S10-2', 'S10-6'], 'vocab': ['V10-3']}","['كان وأخواتها', 'جملة الصلة وجملة الصفة- جملة الحال-جملة المفعول به', '(ممّا – عمّا – عمَّ – علامَ – فيمَ – إلامَ - بمَ...)']",,,,S,V,
10300050038,8,8,"['M8-3', 'samerMSA_2.1']","{'Morphology': ['M8-3'], 'vocab': ['V8-1']}","['سوابق أخرى: سين الاستقبال ، واو الاستئناف، فاء العطف', 'مفردات فصيحة - سامر ١ و سامر ٢']",,,M,,V,
10300050043,8,8,"['M8-3', 'samerMSA_2.1']","{'Morphology': ['M8-3'], 'vocab': ['V8-1']}","['سوابق أخرى: سين الاستقبال ، واو الاستئناف، فاء العطف', 'مفردات فصيحة - سامر ١ و سامر ٢']",,,M,,V,
10300060056,15,15,"['vocab_15.0', 'content_level_7']","{'vocab': ['V15-1'], 'content': ['C15-1']}","['المفردات المتخصصة التي لا تكفي معرفة الكلمة وحدها لفهمها، وإنما يحتاج إلى معرفة الفكرة/المفهوم لفهمها', 'أفكار رمزية، مجردة، عِلمية، أو شعرية وتحتاج إلى معارف لغوية ومعرفية سابقة للبناء عليها لأجل فهمها']",,,,,V,C
10400040037,5,5,"['syllables', 'coordinated_verbs', 'content_level_1']","{'Orthography': ['O'], 'syntactic': ['S5-2'], 'content': ['C5-1']}","['عدد المقاطع', 'جمل معطوفة', 'لا رمزية في النص.']",O,,,S,,C
10400040053,5,5,"['syllables', 'coordinated_verbs', 'content_level_1']","{'Orthography': ['O'], 'syntactic': ['S5-2'], 'content': ['C5-1']}","['عدد المقاطع', 'جمل معطوفة', 'لا رمزية في النص.']",O,,,S,,C
10400040124,9,9,['vocative'],{'syntactic': ['S9-1']},['المنادى'],,,,S,,
10400100005,3,3,"['unique_words', 'prc_Al_det', 'suf_1s_pron', 'V3-2']","{'word count': ['WC'], 'Morphology': ['M3-1', 'M3-3'], 'vocab': ['V3-2']}","['عدد الكلمات', 'سوابق: ال التعريف', 'لواحق: ضمير المتكلم المفرد المتصل', 'مفردات فصيحة شائعة - سامر ١']",,W,M,,V,
10400100019,10,10,"['passive_voice', 'advanced_khabar', 'S10-6']","{'Morphology': ['M10-1'], 'syntactic': ['S10-3', 'S10-6']}","['المبني للمجهول', 'خبر مقدم / مبتدأ مؤخر', 'جملة الصلة وجملة الصفة- جملة الحال-جملة المفعول به']",,,M,S,,
10400100028,12,12,[],{},[],,,,,,
10400100030,3,3,"['prc_Al_det', 'prc_waw', 'V3-2']","{'Morphology': ['M3-1', 'M3-2'], 'vocab': ['V3-2']}","['سوابق: ال التعريف', 'سوابق: واو العطف', 'مفردات فصيحة شائعة - سامر ١']",,,M,,V,
10400100040,13,13,['content_level_6'],{'content': ['C13-1']},['تعابير ثقافية محلية قد لا يفهمها من لا يشترك في نفس الثقافة.'],,,,,,C
10400100042,7,7,"['broken_plural', 'samerMSA_2.0']","{'Morphology': ['M7-5'], 'vocab': ['V7-1']}","['جمع التكسير', 'مفردات فصيحة شائعة - سامر ٢']",,,M,,V,
10400100054,3,3,"['prc_Al_det', 'V3-2']","{'Morphology': ['M3-1'], 'vocab': ['V3-2']}","['سوابق: ال التعريف', 'مفردات فصيحة شائعة - سامر ١']",,,M,,V,
10400100058,3,3,"['prc_Al_det', 'V3-2']","{'Morphology': ['M3-1'], 'vocab': ['V3-2']}","['سوابق: ال التعريف', 'مفردات فصيحة شائعة - سامر ١']",,,M,,V,
10400100080,5,5,"['syllables', 'content_level_1']","{'Orthography': ['O'], 'content': ['C5-1']}","['عدد المقاطع', 'لا رمزية في النص.']",O,,,,,C
10400100100,12,12,[],{},[],,,,,,
10400100105,10,10,"['S10-6', 'relative_pronoun_singular']","{'syntactic': ['S10-6'], 'vocab': ['V10-1']}","['جملة الصلة وجملة الصفة- جملة الحال-جملة المفعول به', 'أسماء الوصل المفردة']",,,,S,V,
10400110033,12,12,['samerMSA_3.0'],{'vocab': ['V12-1']},['مفردات فصيحة - سامر ٣'],,,,,V,
10400110050,11,11,[],{},[],,,,,,
10400110119,3,3,"['prc_Al_det', 'V3-2']","{'Morphology': ['M3-1'], 'vocab': ['V3-2']}","['سوابق: ال التعريف', 'مفردات فصيحة شائعة - سامر ١']",,,M,,V,
10400110134,3,3,"['prc_Al_det', 'V3-2']","{'Morphology': ['M3-1'], 'vocab': ['V3-2']}","['سوابق: ال التعريف', 'مفردات فصيحة شائعة - سامر ١']",,,M,,V,
10400110138,7,7,"['O7-1', 'broken_plural', 'samerMSA_2.0']","{'Orthography': ['O7-1'], 'Morphology': ['M7-5'], 'vocab': ['V7-1']}","['أفعال/أسماء معتلة الآخر', 'جمع التكسير', 'مفردات فصيحة شائعة - سامر ٢']",O,,M,,V,
10400120008,7,7,"['broken_plural', 'samerMSA_2.0', 'content_level_2']","{'Morphology': ['M7-5'], 'vocab': ['V7-1'], 'content': ['C7-1']}","['جمع التكسير', 'مفردات فصيحة شائعة - سامر ٢', 'بعض الرمزية أو عدم التصريح المباشر بكل المقصود في الجملة']",,,M,,V,C
10400120113,7,7,"['unique_words', 'broken_plural', 'samerMSA_2.0']","{'word count': ['WC'], 'Morphology': ['M7-5'], 'vocab': ['V7-1']}","['عدد الكلمات', 'جمع التكسير', 'مفردات فصيحة شائعة - سامر ٢']",,W,M,,V,
10400200066,6,6,"['syllables', 'samerMSA_1.0-msa']","{'Orthography': ['O'], 'vocab': ['V6-1']}","['عدد المقاطع', 'مفردات فصيحة - سامر ١']",O,,,,V,
10400220056,7,7,"['broken_plural', 'S7-1', 'samerMSA_2.0']","{'Morphology': ['M7-5'], 'syntactic': ['S7-1'], 'vocab': ['V7-1']}","['جمع التكسير', 'مفعول فيه (ظروف زمان ومكان)', 'مفردات فصيحة شائعة - سامر ٢']",,,M,S,V,
10400310023,12,12,[],{},[],,,,,,
10400310058,7,7,"['broken_plural', 'S7-1', 'samerMSA_2.0']","{'Morphology': ['M7-5'], 'syntactic': ['S7-1'], 'vocab': ['V7-1']}","['جمع التكسير', 'مفعول فيه (ظروف زمان ومكان)', 'مفردات فصيحة شائعة - سامر ٢']",,,M,S,V,
10400310071,12,12,[],{},[],,,,,,
10400310074,6,6,"['syllables', 'samerMSA_1.0-msa']","{'Orthography': ['O'], 'vocab': ['V6-1']}","['عدد المقاطع', 'مفردات فصيحة - سامر ١']",O,,,,V,
10400310109,5,5,"['interrogative_tools', 'content_level_1']","{'syntactic': ['S5-3'], 'content': ['C5-1']}","['أدوات استفهام أساسية: ماذا، متى، من، أين، ما،كيف', 'لا رمزية في النص.']",,,,S,,C
10400390057,11,11,['M11-1'],{'Morphology': ['M11-1']},['المشتقات على أنواعها'],,,M,,,
10400390093,8,8,"['S8-3', 'samerMSA_2.1']","{'syntactic': ['S8-3'], 'vocab': ['V8-1']}","['المفعول معه', 'مفردات فصيحة - سامر ١ و سامر ٢']",,,,S,V,
10400390113,11,11,['M11-1'],{'Morphology': ['M11-1']},['المشتقات على أنواعها'],,,M,,,
10400470019,12,12,['samerMSA_3.0'],{'vocab': ['V12-1']},['مفردات فصيحة - سامر ٣'],,,,,V,
10500010033,11,11,"['M11-1', 'idafa_lafzia']","{'Morphology': ['M11-1'], 'syntactic': ['S11-2']}","['المشتقات على أنواعها', 'إضافة خيالية (لفظية) طويل القامة']",,,M,S,,
10500040021,12,12,['samerMSA_3.0'],{'vocab': ['V12-1']},['مفردات فصيحة - سامر ٣'],,,,,V,
10600500001,3,3,"['prc_Al_det', 'V3-2']","{'Morphology': ['M3-1'], 'vocab': ['V3-2']}","['سوابق: ال التعريف', 'مفردات فصيحة شائعة - سامر ١']",,,M,,V,
10600520006,9,9,['V9-1'],{'vocab': ['V9-1']},['مفردات تصف حالات مزاجية وشعورية إيجابية وسلبية مثل الفرح، السعادة، الغضب، الأسف، الحسرة'],,,,,V,
10700010073,5,5,"['syllables', 'content_level_1']","{'Orthography': ['O'], 'content': ['C5-1']}","['عدد المقاطع', 'لا رمزية في النص.']",O,,,,,C
10700010086,7,7,"['broken_plural', 'samerMSA_2.0']","{'Morphology': ['M7-5'], 'vocab': ['V7-1']}","['جمع التكسير', 'مفردات فصيحة شائعة - سامر ٢']",,,M,,V,
11100010058,3,3,"['prc_Al_det', 'V3-2']","{'Morphology': ['M3-1'], 'vocab': ['V3-2']}","['سوابق: ال التعريف', 'مفردات فصيحة شائعة - سامر ١']",,,M,,V,
20100010003,14,14,"['samerMSA_4.0', 'vocab_14.0']","{'vocab': ['V14-1', 'V14-2']}","['مفردات فصيحة - سامر ٤', 'مفردات قانونية، علمية، دينية، سياسية،... غير متخصصة/عامة']",,,,,V,
20100010020,14,14,['vocab_14.0'],{'vocab': ['V14-2']},['مفردات قانونية، علمية، دينية، سياسية،... غير متخصصة/عامة'],,,,,V,
20100040039,14,14,"['samerMSA_4.0', 'vocab_14.0']","{'vocab': ['V14-1', 'V14-2']}","['مفردات فصيحة - سامر ٤', 'مفردات قانونية، علمية، دينية، سياسية،... غير متخصصة/عامة']",,,,,V,
20100050026,14,14,['vocab_14.0'],{'vocab': ['V14-2']},['مفردات قانونية، علمية، دينية، سياسية،... غير متخصصة/عامة'],,,,,V,
20100070025,17,17,['vocab_17.0'],{'vocab': ['V17']},['مفردات عِلمية وتراثية غير متداولة اليوم وغير مألوفة لغير المتخصص المبتدئ'],,,,,V,
20100070026,14,14,['vocab_14.0'],{'vocab': ['V14-2']},['مفردات قانونية، علمية، دينية، سياسية،... غير متخصصة/عامة'],,,,,V,
20100120036,10,10,['kana_wa_akhawataha'],{'syntactic': ['S10-2']},['كان وأخواتها'],,,,S,,
20100130018,14,14,"['samerMSA_4.0', 'vocab_14.0']","{'vocab': ['V14-1', 'V14-2']}","['مفردات فصيحة - سامر ٤', 'مفردات قانونية، علمية، دينية، سياسية،... غير متخصصة/عامة']",,,,,V,
20100130032,10,10,"['passive_voice', 'kana_wa_akhawataha']","{'Morphology': ['M10-1'], 'syntactic': ['S10-2']}","['المبني للمجهول', 'كان وأخواتها']",,,M,S,,
20100140017,12,12,['S12-1'],{'syntactic': ['S12-1']},['جمل اعتراضية  ( تفسير- دعاء...)'],,,,S,,
20100150034,14,14,['vocab_14.0'],{'vocab': ['V14-2']},['مفردات قانونية، علمية، دينية، سياسية،... غير متخصصة/عامة'],,,,,V,
20200100005,12,12,[],{},[],,,,,,
20300020014,8,8,"['verb_command_plural', 'M8-3', 'samerMSA_2.1']","{'Morphology': ['M8-1', 'M8-3'], 'vocab': ['V8-1']}","['فعل الأمر الجمع', 'سوابق أخرى: سين الاستقبال ، واو الاستئناف، فاء العطف', 'مفردات فصيحة - سامر ١ و سامر ٢']",,,M,,V,
20300020059,10,10,"['inna_wa_akhawataha', 'S10-6']","{'syntactic': ['S10-1', 'S10-6']}","['إن وأخواتها', 'جملة الصلة وجملة الصفة- جملة الحال-جملة المفعول به']",,,,S,,
20300040015,12,12,['V12-4'],{'vocab': ['V12-4']},['ذو'],,,,,V,
20300050017,10,10,"['kana_wa_akhawataha', 'V10-2']","{'syntactic': ['S10-2'], 'vocab': ['V10-2']}","['كان وأخواتها', '(قد – لقد)']",,,,S,V,
20300060035,12,12,['samerMSA_3.0'],{'vocab': ['V12-1']},['مفردات فصيحة - سامر ٣'],,,,,V,
20400160010,14,14,['samerMSA_4.0'],{'vocab': ['V14-1']},['مفردات فصيحة - سامر ٤'],,,,,V,
20400160075,9,9,[],{},[],,,,,,
20400160099,12,12,"['S12-4', 'samerMSA_3.0']","{'syntactic': ['S12-4'], 'vocab': ['V12-1']}","['بدل (غير ما بعد الإشارة أو بدل الكل).. مثلا بدل بعض أو اشتمال (الرغيفَ ثلثَهُ،المعلمُ علمُهُ)', 'مفردات فصيحة - سامر ٣']",,,,S,V,
20400160110,3,3,"['prc_Al_det', 'V3-2']","{'Morphology': ['M3-1'], 'vocab': ['V3-2']}","['سوابق: ال التعريف', 'مفردات فصيحة شائعة - سامر ١']",,,M,,V,
20400240066,14,14,"['samerMSA_4.0', 'vocab_14.0']","{'vocab': ['V14-1', 'V14-2']}","['مفردات فصيحة - سامر ٤', 'مفردات قانونية، علمية، دينية، سياسية،... غير متخصصة/عامة']",,,,,V,
20400320006,12,12,['S12-1'],{'syntactic': ['S12-1']},['جمل اعتراضية  ( تفسير- دعاء...)'],,,,S,,
20400320012,10,10,['kana_wa_akhawataha'],{'syntactic': ['S10-2']},['كان وأخواتها'],,,,S,,
20400320028,7,7,"['broken_plural', 'samerMSA_2.0', 'content_level_2']","{'Morphology': ['M7-5'], 'vocab': ['V7-1'], 'content': ['C7-1']}","['جمع التكسير', 'مفردات فصيحة شائعة - سامر ٢', 'بعض الرمزية أو عدم التصريح المباشر بكل المقصود في الجملة']",,,M,,V,C
20400320086,10,10,['passive_voice'],{'Morphology': ['M10-1']},['المبني للمجهول'],,,M,,,
20400400001,5,5,"['syllables', 'ordinal_number', 'content_level_1']","{'Orthography': ['O'], 'vocab': ['V5-1'], 'content': ['C5-1']}","['عدد المقاطع', 'العدد الترتيبي', 'لا رمزية في النص.']",O,,,,V,C
20400400028,8,8,['amma_lakin'],{'Morphology': ['M8-4']},['(ثم  ، حتى  ، أو  ، أم  ، لكن  ، أمّا)'],,,M,,,
20400400109,12,12,"['exception', 'S12-3']","{'syntactic': ['S12-2', 'S12-3']}","['استثناء', 'حصر']",,,,S,,
20400480008,14,14,"['samerMSA_4.0', 'vocab_14.0']","{'vocab': ['V14-1', 'V14-2']}","['مفردات فصيحة - سامر ٤', 'مفردات قانونية، علمية، دينية، سياسية،... غير متخصصة/عامة']",,,,,V,
20400480040,12,12,[],{},[],,,,,,
20500020001,14,14,['vocab_14.0'],{'vocab': ['V14-2']},['مفردات قانونية، علمية، دينية، سياسية،... غير متخصصة/عامة'],,,,,V,
20500030012,14,14,"['samerMSA_4.0', 'vocab_14.0']","{'vocab': ['V14-1', 'V14-2']}","['مفردات فصيحة - سامر ٤', 'مفردات قانونية، علمية، دينية، سياسية،... غير متخصصة/عامة']",,,,,V,
20500070004,11,11,"['M11-1', 'content_level_5']","{'Morphology': ['M11-1'], 'content': ['C11-1']}","['المشتقات على أنواعها', 'هناك درجة من الرمزية وحاجة للمعرفة السابقة كي يُفهم المقصود من الجملة']",,,M,,,C
20500070008,11,11,"['M11-1', 'idafa_lafzia']","{'Morphology': ['M11-1'], 'syntactic': ['S11-2']}","['المشتقات على أنواعها', 'إضافة خيالية (لفظية) طويل القامة']",,,M,S,,
20500070009,13,13,"['S13-1', 'V13-1']","{'syntactic': ['S13-1'], 'vocab': ['V13-1']}","['الجمل شرطية ( مركبة - عادية)', 'كلمات تصف حالات نفسية عميقة مثل الاكتئاب، الضياع، الاستنفار النفسي']",,,,S,V,
20600140014,10,10,"['passive_voice', 'kana_wa_akhawataha', 'S10-6', 'relative_pronoun_singular']","{'Morphology': ['M10-1'], 'syntactic': ['S10-2', 'S10-6'], 'vocab': ['V10-1']}","['المبني للمجهول', 'كان وأخواتها', 'جملة الصلة وجملة الصفة- جملة الحال-جملة المفعول به', 'أسماء الوصل المفردة']",,,M,S,V,
20600500003,10,10,"['passive_voice', 'inna_wa_akhawataha', 'kana_wa_akhawataha', 'V10-2']","{'Morphology': ['M10-1'], 'syntactic': ['S10-1', 'S10-2'], 'vocab': ['V10-2']}","['المبني للمجهول', 'إن وأخواتها', 'كان وأخواتها', '(قد – لقد)']",,,M,S,V,
20600560008,14,14,"['samerMSA_4.0', 'vocab_14.0']","{'vocab': ['V14-1', 'V14-2']}","['مفردات فصيحة - سامر ٤', 'مفردات قانونية، علمية، دينية، سياسية،... غير متخصصة/عامة']",,,,,V,
20700010001,11,11,"['M11-1', 'nominal_with_tpc']","{'Morphology': ['M11-1'], 'syntactic': ['S11-1']}","['المشتقات على أنواعها', 'جملة أسمية خبرها جملة أسمية (فيها مبتدآن)']",,,M,S,,
20700020016,12,12,['samerMSA_3.0'],{'vocab': ['V12-1']},['مفردات فصيحة - سامر ٣'],,,,,V,
20700130003,12,12,[],{},[],,,,,,
20700130004,12,12,"['exception', 'samerMSA_3.0']","{'syntactic': ['S12-2'], 'vocab': ['V12-1']}","['استثناء', 'مفردات فصيحة - سامر ٣']",,,,S,V,
20800010024,8,8,['amma_lakin'],{'Morphology': ['M8-4']},['(ثم  ، حتى  ، أو  ، أم  ، لكن  ، أمّا)'],,,M,,,
20800010042,10,10,['kana_wa_akhawataha'],{'syntactic': ['S10-2']},['كان وأخواتها'],,,,S,,
20800120050,7,7,"['broken_plural', 'samerMSA_2.0']","{'Morphology': ['M7-5'], 'vocab': ['V7-1']}","['جمع التكسير', 'مفردات فصيحة شائعة - سامر ٢']",,,M,,V,
20800120076,12,12,[],{},[],,,,,,
20800140015,10,10,"['S10-6', 'relative_pronoun_singular']","{'syntactic': ['S10-6'], 'vocab': ['V10-1']}","['جملة الصلة وجملة الصفة- جملة الحال-جملة المفعول به', 'أسماء الوصل المفردة']",,,,S,V,
